Year,Make,Model,Trim,Body,Transmission,Vin,Region,Condition,Odometer,Color,Interior,Seller,Mmr,Sellingprice,Profit,Profit Margin,Margin Tier,Sale Year,Sale Month,Sale Quarter,Month Label,Saledate
2011,BMW,5 Series,528i,Sedan,automatic,wbafr1c52bc742282,California,41,54536,white,black,high bid trading co inc,23800,23000,-800,-3.47826087,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0haxbr243528,California,28,53441,gray,black,dtg operations inc,9600,9000,-600,-6.666666667,Low Margin,2015,3,1,2015-03,Thu Mar 05 2015 04:00:00
2011,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj7bm180898,California,43,90215,white,gray,carpower trading inc,5925,7200,1275,17.70833333,High Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,BMW,7 Series,740i,Sedan,automatic,wbaka4c59bc612698,California,29,78747,silver,black,bmw north scottsdale,25100,24500,-600,-2.448979592,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,BMW,X3,xDrive35i,Suv,automatic,5uxwx7c54bl734601,California,45,37302,black,black,century dealer services corp,29500,30250,750,2.479338843,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5ek3b1304209,California,25,48545,black,black,the hertz corporation,8625,8300,-325,-3.915662651,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2011,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcrcse03bz459878,California,43,45400,white,black,phillips auto brokerage,19150,20500,1350,6.585365854,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2011,Honda,Accord,EX-L,Sedan,automatic,1hgcp2f82ba048969,California,36,48332,gray,gray,santander consumer,13500,14500,1000,6.896551724,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,BMW,M3,Base,Coupe,automatic,wbskg9c58be796902,California,45,26350,white,burgundy,eurocar,39600,40500,900,2.222222222,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,GMC,Sierra 1500,Denali,Crew Cab,automatic,3gtp1xe28bg185394,California,42,44390,white,beige,aaero sweet company,27300,31750,4450,14.01574803,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2011,Jaguar,XF,Premium,Sedan,automatic,sajwa0gb6blr84756,California,41,52137,silver,black,penegon mission viejo inc,22800,21000,-1800,-8.571428571,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Land Rover,Range Rover Sport,HSE,Suv,automatic,salsf2d4xba287157,California,39,28418,black,tan,jpmorgan chase bank n.a.,38000,36500,-1500,-4.109589041,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,MINI,Cooper Countryman,S,Wagon,automatic,wmwzc3c59bwl79830,California,,39533,red,—,century dealer services corp,16950,17500,550,3.142857143,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,Infiniti,G Convertible,G37,G Convertible,automatic,jn1cv6fexbm951308,California,44,24155,gray,black,nissan infiniti lt,25600,27250,1650,6.055045872,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Lexus,RX 350,Base,Suv,automatic,2t2zk1ba4bc045444,California,37,95149,black,beige,newport lexus,20700,19250,-1450,-7.532467532,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,Jaguar,XF,Base,Sedan,automatic,sajwa0fb0bls19897,California,33,70007,red,beige,hornburg jaguar,20200,19000,-1200,-6.315789474,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Lexus,IS 250,Base,Sedan,automatic,jthbf5c25b5151518,California,43,30051,black,black,h n s auto sales inc,20700,21500,800,3.720930233,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2011,Lincoln,Town Car,Signature Limited,Sedan,,2lnbl8cv7bx757239,California,41,46828,blue,black,dtg operations inc,17950,17300,-650,-3.757225434,Low Margin,2015,2,1,2015-02,Thu Feb 05 2015 03:30:00
2011,Jeep,Patriot,Sport,Suv,automatic,1j4nf1gb2bd265851,California,28,68267,white,black,valley kia,9575,10700,1125,10.51401869,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg3b2429170,California,38,26084,red,beige,skyhigh remarketing inc,20100,22750,2650,11.64835165,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,Jeep,Grand Cherokee,Laredo,Suv,automatic,1j4rs4gg8bc570691,California,31,87843,black,black,bob baker jeep,14750,15000,250,1.666666667,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,Jaguar,XF,Supercharged,Sedan,automatic,sajwa0he1bmr98230,California,39,44466,silver,black,land rover newport beach,29300,29500,200,0.6779661017,Low Margin,2014,12,4,2014-12,Tue Dec 30 2014 12:30:00
2011,Land Rover,LR4,V8,Suv,automatic,salag2d49ba582131,California,37,73377,black,black,audi of chandler,27900,27750,-150,-0.5405405405,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Mazda,CX-9,Touring,Suv,automatic,jm3tb2cv7b0303894,California,,41597,gray,—,mercedes benz of oakland,16950,16300,-650,-3.987730061,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8bm301627,California,42,30031,black,black,nissan infiniti lt,19800,19500,-300,-1.538461538,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:30:00
2011,Land Rover,Range Rover Sport,HSE,Suv,automatic,salsk2d4xba260522,California,37,76101,black,black,jaguar land rover north scottsdale,29300,29000,-300,-1.034482759,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Kia,Soul,!,Wagon,automatic,kndjt2a27b7246206,California,34,58744,orange,black,dtg operations inc,9125,8900,-225,-2.528089888,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2011,Jeep,Liberty,Sport,Suv,automatic,1j4pp2gk4bw536392,California,39,57950,black,black,billion dodge chrysler jeep,11250,11250,0,0,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2011,Land Rover,LR4,V8,Suv,automatic,salag2d42ba586375,California,46,48098,red,beige,penegon mission viejo inc,32300,31000,-1300,-4.193548387,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb3br176629,California,35,37628,white,black,mercedes-benz financial services,19200,20500,1300,6.341463415,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Lexus,LS 460,Base,Sedan,automatic,jthbl5efxb5102887,California,36,62251,black,beige,newport lexus,31400,31250,-150,-0.48,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c50bt253646,California,25,17360,white,black,bill pearce motors,12900,12750,-150,-1.176470588,Low Margin,2015,1,1,2015-01,Tue Jan 27 2015 04:30:00
2011,Jeep,Grand Cherokee,Laredo,Suv,automatic,1j4rr4gg7bc546524,California,43,72915,silver,black,bob baker jeep,18450,16600,-1850,-11.14457831,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb5bf635323,California,28,18917,gold,beige,aaero sweet company,21100,21250,150,0.7058823529,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee3bc542453,California,36,61411,black,gray,south coast toyota,8950,10000,1050,10.5,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2011,Mercedes-Benz,E-Class,E350,Convertible,automatic,wddkk5gf7bf071051,California,45,18500,blue,black,land rover san jose,34100,31500,-2600,-8.253968254,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2011,Mercedes-Benz,SLK-Class,SLK350,Convertible,automatic,wdbwk5jaxbf237134,California,43,8684,black,black,mercedes-benz financial services,32900,31500,-1400,-4.444444444,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Mercedes-Benz,M-Class,ML350 4MATIC,Suv,automatic,4jgbb8gb1ba705388,California,38,47937,white,brown,mercedes-benz finc wholesale advantage,25200,27250,2050,7.52293578,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Toyota,Tacoma,Base,Access Cab,automatic,5tftx4cn5bx007432,California,35,48219,silver,gray,premium auto wholesale,15800,17200,1400,8.139534884,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Volvo,XC70,3.2,Wagon,automatic,yv4940bl2b1113865,California,41,22661,silver,beige,buyers auto sales,24100,24000,-100,-0.4166666667,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2011,Toyota,Camry,LE,Sedan,automatic,jtnbf3ek4b3006173,California,,71629,silver,—,mercedes benz of pleasanton,9850,10100,250,2.475247525,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2010,Audi,Q7,3.6 Premium quattro,Suv,automatic,wa1lyafe0ad007162,California,29,73259,brown,beige,walters auto sales/service inc,24700,25000,300,1.2,Low Margin,2015,1,1,2015-01,Tue Jan 13 2015 12:30:00
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9bn432052,California,29,45887,white,tan,santander consumer,10100,11300,1200,10.61946903,Medium Margin,2014,12,4,2014-12,Fri Dec 26 2014 15:00:00
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ekxbr194892,California,27,51258,gray,gray,premium auto wholesale,10800,11900,1100,9.243697479,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Nissan,Juke,SV,Hatchback,automatic,jn8af5mr2bt006588,California,41,25694,gray,black,high bid trading co inc,12700,12800,100,0.78125,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,Nissan,Juke,SV,Hatchback,automatic,jn8af5mr8bt001427,California,,89073,—,black,lithia nissan of fresno,9825,8800,-1025,-11.64772727,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 13:00:00
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0bc129902,California,43,74496,black,black,stg auto group,8775,8900,125,1.404494382,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:00:00
2011,Mercedes-Benz,M-Class,ML350 4MATIC,Suv,automatic,4jgbb8gb1ba733210,California,25,24233,black,gray,mercedes-benz finc wholesale advantage,28700,24000,-4700,-19.58333333,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:30:00
2010,BMW,M3,Base,Convertible,automatic,wbswl9c55ap332949,California,37,47170,black,red,mckenna audi/mckenna bmw,36000,31000,-5000,-16.12903226,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Mercedes-Benz,SLK-Class,SLK300,Convertible,automatic,wdbwk5ea2bf238269,California,37,37528,black,black,mercedes-benz financial services,25200,24500,-700,-2.857142857,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxbc180954,California,28,50741,blue,black,the hertz corporation,9950,10300,350,3.398058252,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2010,Cadillac,CTS Wagon,Sport,Cts Wagon,automatic,1g6da8eg1a0119831,California,35,54985,silver,silver,fivetenauto sales inc,14750,14800,50,0.3378378378,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2010,Chevrolet,Colorado,Work Truck,Extended Cab,automatic,1gcktbd91a8144471,California,4,67240,white,gray,donlen corporation,11100,12200,1100,9.016393443,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb0ba336191,California,41,53260,—,black,mercedes-benz financial services,24000,25250,1250,4.95049505,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,3n1ab6ap8bl723598,California,19,58870,gray,gray,veros credit,8300,6500,-1800,-27.69230769,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:00:00
2011,Toyota,Sienna,XLE 8-Passenger,Minivan,automatic,5tdyk3dc3bs063984,California,19,78539,red,gray,millennium cars,19900,17300,-2600,-15.02890173,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2010,BMW,3 Series,335i,Sedan,automatic,wbapm7c58ae192188,California,41,42800,black,beige,penegon mission viejo inc,20700,19250,-1450,-7.532467532,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Mercedes-Benz,M-Class,ML350 4MATIC,Suv,automatic,4jgbb8gb6ba733476,California,4,61206,gray,black,ubs wholesale,23200,23000,-200,-0.8695652174,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2011,Toyota,RAV4,Base,Suv,automatic,jtmzf4dv3b5042705,California,49,13494,—,gray,i auto sales inc,15500,16300,800,4.90797546,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Subaru,Outback,3.6R Limited,Wagon,automatic,4s4brdkc3b2418066,California,43,24909,gray,black,premium auto wholesale,21400,22400,1000,4.464285714,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Mercedes-Benz,SLS AMG,Base,Coupe,automatic,wddrj7ha4ba004243,California,41,22128,gray,black,jba motors llc,123000,117800,-5200,-4.41426146,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2010,Chevrolet,Equinox,LS,Suv,automatic,2cnalbew2a6394674,California,38,92251,black,gray,phillips auto brokerage,9225,9800,575,5.867346939,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2011,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba2bf165502,California,35,63586,black,gray,mercedes-benz finc wholesale advantage,46400,39250,-7150,-18.21656051,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:30:00
2011,Toyota,4Runner,SR5,Suv,automatic,jtezu5jr3b5022047,California,44,40533,gray,black,reliance motors llc,24000,24750,750,3.03030303,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Chevrolet,Camaro,2LT,Coupe,automatic,2g1fc1ev3a9197287,California,3,69282,white,orange,onemain rem/m&m auto traders,14000,16800,2800,16.66666667,High Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,MINI,Cooper,Base,Hatchback,automatic,wmwmf3c54atz62758,California,33,76777,gray,black,century dealer services corp,7775,8500,725,8.529411765,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du5b1410590,California,37,35920,silver,gray,j & e auto sales,13500,14300,800,5.594405594,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2011,Toyota,Highlander,Base,Suv,automatic,5tdza3eh9bs009283,California,3,79598,gray,—,phillips auto brokerage,16400,16300,-100,-0.6134969325,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2010,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek3ar034223,California,,42284,white,—,toyota of orange,10100,9700,-400,-4.12371134,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2010,Honda,Accord Crosstour,EX-L,Hatchback,automatic,5j6tf1h52al005454,California,,131837,burgundy,tan,lithia hyundai of fresno,10350,10700,350,3.271028037,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 13:00:00
2010,Dodge,Journey,SE,Suv,automatic,3d4pg4fb1at155688,California,,115474,silver,black,liberty chevrolet,6275,4700,-1575,-33.5106383,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 13:00:00
2010,Mercedes-Benz,M-Class,ML350 BlueTEC,Suv,automatic,4jgbb2fb8aa608119,California,49,92966,—,black,clear view systems,19550,19250,-300,-1.558441558,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:30:00
2010,Kia,Optima,LX,Sedan,automatic,knagg4a89a5440323,California,24,53102,black,gray,santander consumer,7175,7100,-75,-1.056338028,Low Margin,2014,12,4,2014-12,Fri Dec 26 2014 15:00:00
2010,Lexus,GX 460,Base,Suv,automatic,jtjbm7fx2a5009441,California,4,93271,burgundy,tan,american road leasing inc,27700,25500,-2200,-8.62745098,Low Margin,2015,1,1,2015-01,Wed Jan 07 2015 12:15:00
2010,Scion,tC,Base,Hatchback,automatic,jtkde3b72a0318467,California,19,60163,white,black,american auto finance,8200,9100,900,9.89010989,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2010,GMC,Sierra 1500,SLE,Crew Cab,automatic,3gtrkve35ag160759,California,29,61441,blue,black,the car exchange,21000,21750,750,3.448275862,Low Margin,2015,1,1,2015-01,Wed Jan 07 2015 12:30:00
2010,Ferrari,California,Base,Convertible,automatic,zff65lja9a0170669,California,48,7529,black,gray,eurocar,133000,124000,-9000,-7.258064516,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Dodge,Grand Caravan,SE,Minivan,automatic,2d4rn4de3ar327993,California,23,130055,gray,gray,nationwide west llc,4675,4800,125,2.604166667,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb8ar089405,California,25,111148,white,black,onemain rem/master car center,12350,12500,150,1.2,Low Margin,2015,1,1,2015-01,Wed Jan 14 2015 04:30:00
2010,Honda,Accord,LX,Sedan,automatic,1hgcp2f33aa041693,California,29,85902,gray,gray,santander consumer,8825,9200,375,4.076086957,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Scion,xB,Base,Wagon,automatic,jtlze4fe3a1116490,California,29,89402,green,black,south coast toyota,7875,7500,-375,-5,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2010,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef0a5098184,California,45,55419,black,black,skyhigh remarketing inc,32200,29000,-3200,-11.03448276,Low Margin,2015,1,1,2015-01,Wed Jan 07 2015 12:00:00
2010,Mercedes-Benz,S-Class,S400 Hybrid,Sedan,automatic,wddng9fb8aa302930,California,45,64200,gray,black,century dealer services corp,30500,30000,-500,-1.666666667,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2010,Toyota,Camry,LE,Sedan,automatic,4t4bf3ekxar079028,California,33,85414,black,gray,south coast toyota,8825,9400,575,6.117021277,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn9aw146310,California,,104623,gray,—,hanford toyota scion,5125,4900,-225,-4.591836735,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2010,Ford,F-150,XLT,Supercrew,automatic,1ftew1c88afa09894,California,,177143,gray,—,toyota of orange,9775,10100,325,3.217821782,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2010,Lexus,RX 350,Base,Suv,automatic,jtjzk1ba9a2400171,California,39,112806,white,gray,onemain rem/m&m auto traders,16100,17250,1150,6.666666667,Medium Margin,2015,1,1,2015-01,Wed Jan 07 2015 12:30:00
2010,Mercedes-Benz,M-Class,ML350,Suv,automatic,4jgbb5gb6aa577615,California,42,51728,white,beige,ideal motors,22000,23500,1500,6.382978723,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,wddhf5gb7aa188314,California,,60545,white,—,mercedes benz of temecula,21200,22500,1300,5.777777778,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2010,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef3a5092699,California,47,46754,white,beige,elad motors,32300,34250,1950,5.693430657,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2010,Honda,Civic,DX-VP,Sedan,automatic,19xfa1f32ae053435,California,24,75280,blue,gray,j m auto imports corp,8025,8000,-25,-0.3125,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2010,Lexus,RX 350,Base,Suv,automatic,2t2zk1ba0ac039154,California,35,34032,white,tan,i auto sales inc,23800,25000,1200,4.8,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Nissan,Altima,3.5 SR,Coupe,automatic,1n4bl2ep4ac181725,California,44,42537,blue,beige,bob baker toyota of lemon grove,13050,14000,950,6.785714286,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2010,MINI,Cooper,S,Hatchback,manual,wmwmf7c50atx43156,California,36,58212,red,black,reliance motors llc,11150,11500,350,3.043478261,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee5ac380498,California,25,75600,red,gray,santander consumer,7800,8750,950,10.85714286,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Lexus,RX 350,Base,Suv,automatic,2t2zk1ba2ac025269,California,27,72584,black,black,newport lexus,20800,19750,-1050,-5.316455696,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:15:00
2010,Lexus,RX 350,Base,Suv,automatic,2t2zk1ba5ac001354,California,25,73166,black,black,century dealer services corp,20800,18750,-2050,-10.93333333,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2010,Ford,F-150,FX2,Supercrew,automatic,1ftfw1cv5akc55142,California,28,77063,black,black,remarketing by ge/manheim southern california,18100,14600,-3500,-23.97260274,Low Margin,2015,1,1,2015-01,Thu Jan 08 2015 12:00:00
2010,Jeep,Compass,Sport,Suv,automatic,1j4nt4fb5ad503315,California,29,97005,silver,gray,santander consumer,6000,6200,200,3.225806452,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Dodge,Journey,SXT,Suv,automatic,3d4pg5fv8at156644,California,26,103793,gray,gray,billion dodge chrysler jeep,6900,7000,100,1.428571429,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 12:30:00
2010,Toyota,Corolla,XLE,Sedan,automatic,2t1bu4ee5ac413175,California,22,72413,white,gray,santander consumer,7600,8200,600,7.317073171,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Dodge,Caliber,SXT Fleet,Wagon,automatic,1b3cb4ha2ad632375,California,21,81417,red,beige,santander consumer,6225,5400,-825,-15.27777778,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4rn5d18ar433911,California,19,105014,silver,gray,santander consumer,7000,5500,-1500,-27.27272727,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2010,Jaguar,XF,Base,Sedan,automatic,sajwa0fa2ahr57189,California,34,94356,gray,beige,century dealer services corp,14000,14250,250,1.754385965,Low Margin,2014,12,4,2014-12,Wed Dec 31 2014 12:15:00
